stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,level_id,platform_code
"at:44:44000:6","Zugang Ost","48.31162738","14.23940218","","2","Pat:44:44000","Level 0",""
"at:44:44001:0:1","Puchenau West Bahnhst","48.31248173","14.22188504","","","Pat:44:44001","Level 0","1"
"at:44:44001:0:2","Puchenau West Bahnhst","48.31255342","14.22188504","","","Pat:44:44001","Level 0","2"
"at:44:44001:0:22","Puchenau West Bahnhst","48.31258330","14.22258572","","","Pat:44:44001","Level 0","22"
"at:44:44001:4","Unterführung","48.31252953","14.22367268","","3","Pat:44:44001","Level -1",""
"at:44:44001:5","Bike and Ride","48.31242199","14.22267555","","3","Pat:44:44001","Level 0",""
"at:44:44001:6","Park and Ride","48.31242796","14.22307081","","3","Pat:44:44001","Level 0",""
"at:44:44001:7","Bus Ost","48.31242199","14.22484948","","","Pat:44:44001","Level 0",""
"at:44:44001:8","Zugang","48.31239809","14.22254081","","2","Pat:44:44001","Level 0",""
"at:44:44002:0:1","Dürnberg b.Ottensheim Bahnhof","48.33148875","14.19237538","","","Pat:44:44002","Level 0","1"
"at:44:44002:0:2","Dürnberg b.Ottensheim Bahnhof","48.33153055","14.19283352","","","Pat:44:44002","Level 0","2"
"at:44:44002:2","Zugang 1","48.33156041","14.19237538","","2","Pat:44:44002","Level 0",""
"at:44:44002:4","Bike and Ride","48.33160222","14.19248318","","","Pat:44:44002","Level 0",""
"at:44:44002:5","Unterführung","48.33178138","14.19274369","","3","Pat:44:44002","Level -1",""
"at:44:44002:6","SEV Vorplatz","48.33153652","14.19254606","","","Pat:44:44002","Level 0",""
"at:44:44003:0:1","Ottensheim Bahnhof","48.33761583","14.17772386","","","Pat:44:44003","Level 0","1"
"at:44:44003:0:2","Ottensheim Bahnhof","48.33766361","14.17775081","","","Pat:44:44003","Level 0","2"
"at:44:44003:0:21","Ottensheim Bahnhof","48.33770541","14.17570265","","","Pat:44:44003","Level 0","21"
"at:44:44003:0:22","Ottensheim Bahnhof","48.33756806","14.17545112","","","Pat:44:44003","Level 0","22"
"at:44:44003:4","B+R Bushst","48.33753820","14.17548705","","3","Pat:44:44003","Level 0",""
"at:44:44003:5","Park+Ride","48.33814729","14.17546010","","3","Pat:44:44003","Level 0",""
"at:44:44003:6","B+R Bahnhof","48.33783081","14.17646621","","3","Pat:44:44003","Level 0",""
"at:44:44003:7","Bus Schienenersat","48.33774721","14.17657401","","","Pat:44:44003","Level 0",""
"at:44:44003:8","Zugang","48.33784872","14.17662791","","2","Pat:44:44003","Level 0",""
"at:44:44004:0:1","Puchenau Ost","48.31218301","14.24101017","","","Pat:44:44004","Level 0","1"
"at:44:44004:0:2","Puchenau Ost","48.31182454","14.24015677","","","Pat:44:44004","Level 0","2"
"at:44:44009:0:1","Achleitnersiedlung Bahnhst","48.32157397","14.20561655","","","Pat:44:44009","Level 0","1"
"at:44:44009:0:21","Achleitnersiedlung Bahnhst","48.32236841","14.20472721","","","Pat:44:44009","Level 0","1"
"at:44:44009:0:22","Achleitnersiedlung Bahnhst","48.32165162","14.20555366","","","Pat:44:44009","Level 0","2"
"at:44:44009:3","Zugang 1","48.32198015","14.20535603","","2","Pat:44:44009","Level 0",""
"at:44:44009:4","Bike and Ride","48.32177706","14.20532908","","3","Pat:44:44009","Level 0",""
"at:44:44009:5","Zugang 2","48.32150229","14.20581417","","2","Pat:44:44009","Level 0",""
"at:44:44009:6","Unterführung","48.32201599","14.20507756","","3","Pat:44:44009","Level -1",""
"at:44:44020:0:1","Walding b.Linz Bahnhst","48.34859617","14.15330765","","","Pat:44:44020","Level 0","1"
"at:44:44020:0:22","Walding b.Linz Bahnhst","48.34833348","14.15243628","","","Pat:44:44020","Level 0","22"
"at:44:44020:3","Bike+Ride Bus","48.34834542","14.15229255","","3","Pat:44:44020","Level 0",""
"at:44:44020:4","Bike+Ride Bahn","48.34859617","14.15395443","","3","Pat:44:44020","Level 0",""
"at:44:44020:5","Park+Ride","48.34873348","14.15397240","","3","Pat:44:44020","Level 0",""
"at:44:44020:6","Zugang","48.34840512","14.15371189","","2","Pat:44:44020","Level 0",""
"at:44:44020:7","Bus Nord","48.34845288","14.15258899","","","Pat:44:44020","Level 0",""
"at:44:44040:0:1","Rottenegg Bahnhof","48.35984274","14.13789256","","","Pat:44:44040","Level 0","1"
"at:44:44040:0:21","Rottenegg Bahnhof","48.36017102","14.13712000","","","Pat:44:44040","Level 0","21"
"at:44:44040:0:22","Rottenegg Bahnhof","48.35966964","14.13757815","","","Pat:44:44040","Level 0","22"
"at:44:44040:3","Bike+Ride","48.36032621","14.13714695","","3","Pat:44:44040","Level 0",""
"at:44:44040:4","Park+Ride","48.36064256","14.13678763","","3","Pat:44:44040","Level 0",""
"at:44:44040:5","Zugang 1","48.36037396","14.13724577","","2","Pat:44:44040","Level 0",""
"at:44:44040:6","Zugang 2","48.35965173","14.13798239","","2","Pat:44:44040","Level 0",""
"at:44:44040:7","Zugang 3","48.36009343","14.13727272","","2","Pat:44:44040","Level 0",""
"at:44:44050:0:1","Lacken im Mühlkreis Bahnhst","48.38605121","14.09135084","","","Pat:44:44050","Level 0","1"
"at:44:44050:0:21","Lacken im Mühlkreis Bahnhst","48.38584838","14.09173712","","","Pat:44:44050","Level 0","B127"
"at:44:44050:0:22","Lacken im Mühlkreis Bahnhst","48.38548446","14.09170118","","","Pat:44:44050","Level 0","B127"
"at:44:44050:3","Park+Ride","48.38544270","14.09144966","","3","Pat:44:44050","Level 0",""
"at:44:44050:4","Bike+Ride","48.38591997","14.09130593","","3","Pat:44:44050","Level 0",""
"at:44:44050:5","Bus B132","48.38536514","14.09038066","","","Pat:44:44050","Level 0",""
"at:44:44050:6","Zugang","48.38593190","14.09135982","","2","Pat:44:44050","Level 0",""
"at:44:44052:0:1","Gerling OÖ Bahnhst","48.39746845","14.07713051","","","Pat:44:44052","Level 0","1"
"at:44:44052:0:21","Gerling OÖ Bahnhst 1","48.39696147","14.07657355","","","Pat:44:44052","Level 0","1"
"at:44:44052:0:22","Gerling OÖ Bahnhst 2","48.39677657","14.07648372","","","Pat:44:44052","Level 0","2"
"at:44:44052:3","Park+Ride","48.39706883","14.07678017","","3","Pat:44:44052","Level 0",""
"at:44:44052:4","Bike+Ride","48.39714040","14.07669932","","3","Pat:44:44052","Level 0",""
"at:44:44052:5","Vorplatz","48.39720005","14.07687000","","","Pat:44:44052","Level 0",""
"at:44:44052:6","Zugang","48.39725373","14.07695983","","2","Pat:44:44052","Level 0",""
"at:44:44350:0:2","Steyregg Bahnhof","48.28446604","14.36225578","","","Pat:44:44350","Level 0","2"
"at:44:44350:2","Zugang1","48.28457363","14.36244443","","2","Pat:44:44350","Level 0",""
"at:44:44350:3","Bike+Ride","48.28468721","14.36166289","","3","Pat:44:44350","Level 0",""
"at:44:44350:4","Park+Ride","48.28477687","14.36154611","","3","Pat:44:44350","Level 0",""
"at:44:44350:5","Bus Schienenersat","48.28486654","14.36191442","","","Pat:44:44350","Level 0",""
"at:44:44350:6","Zugang","48.28474101","14.36186052","","2","Pat:44:44350","Level 0",""
"at:44:44351:0:1","Pulgarn Bahnhst","48.27860757","14.39267274","","","Pat:44:44351","Level 0","1"
"at:44:44351:2","Standard","48.27851192","14.39403818","","","Pat:44:44351","Level 0",""
"at:44:44351:3","Park+Ride","48.27815919","14.39474785","","3","Pat:44:44351","Level 0",""
"at:44:44351:4","Bike+Ride","48.27837441","14.39383156","","3","Pat:44:44351","Level 0",""
"at:44:44351:5","Zugang","48.27827876","14.39413699","","2","Pat:44:44351","Level 0",""
"at:44:44360:0:2","St.Georgen/Gusen Bahnhof","48.26519633","14.44052599","","","Pat:44:44360","Level 0","2"
"at:44:44360:2","1,2","48.26489135","14.44038226","","","Pat:44:44360","Level 0",""
"at:44:44360:3","Zugang West","48.26492125","14.44052599","","2","Pat:44:44360","Level 0",""
"at:44:44360:4","Zugang Nord","48.26535180","14.44050803","","2","Pat:44:44360","Level 0",""
"at:44:44360:5","Unterführung","48.26512457","14.43996005","","3","Pat:44:44360","Level -1",""
"at:44:44360:6","Park+Ride West","48.26477175","14.44003192","","3","Pat:44:44360","Level 0",""
"at:44:44360:7","Bike+Ride","48.26506477","14.44106498","","3","Pat:44:44360","Level 0",""
"at:44:44360:8","Park+Ride Ost","48.26530994","14.44218788","","3","Pat:44:44360","Level 0",""
"at:44:44360:9","Zugang Ost","48.26519035","14.44155905","","2","Pat:44:44360","Level 0",""
"at:44:44361:0:1","St.Georgen/Gusen Ort Bahnhst","48.27024912","14.45056017","","","Pat:44:44361","Level 0","1"
"at:44:44361:2","bus","48.27119983","14.45157527","","","Pat:44:44361","Level 0",""
"at:44:44361:3","Park+Ride 1","48.27107427","14.45134171","","3","Pat:44:44361","Level 0",""
"at:44:44361:4","Bike+Ride 1","48.27092479","14.45129679","","3","Pat:44:44361","Level 0",""
"at:44:44361:5","Zugang","48.27133138","14.45127883","","2","Pat:44:44361","Level 0",""
"at:44:44410:0:1","Mauthausen OÖ Bahnhof","48.24340078","14.53278297","","","Pat:44:44410","Level 0","1"
"at:44:44410:2","bus","48.24282048","14.53226195","","","Pat:44:44410","Level 0",""
"at:44:44410:3","Park+Ride Süd","48.24237178","14.53221703","","3","Pat:44:44410","Level 0",""
"at:44:44410:4","Bike+Ride","48.24313755","14.53233381","","3","Pat:44:44410","Level 0",""
"at:44:44410:5","Zugang","48.24276664","14.53252246","","2","Pat:44:44410","Level 0",""
"at:44:44410:6","Park+Ride Nord","48.24329908","14.53253144","","3","Pat:44:44410","Level 0",""
"at:44:44450:0:1","Lungitz/Gusen Bahnhof","48.28872795","14.47866846","","","Pat:44:44450","Level 0","1"
"at:44:44450:0:2","Lungitz/Gusen Bahnhof","48.28865024","14.47855168","","","Pat:44:44450","Level 0","2"
"at:44:44450:2","Bus Gusentalstr.","48.28884749","14.47752760","","","Pat:44:44450","Level 0",""
"at:44:44450:3","Park+Ride","48.28869806","14.47754556","","3","Pat:44:44450","Level 0",""
"at:44:44450:4","Bike+Ride","48.28868013","14.47798574","","3","Pat:44:44450","Level 0",""
"at:44:44450:5","Bus Vorplatz","48.28903278","14.47838998","","","Pat:44:44450","Level 0",""
"at:44:44450:7","Zugang","48.28872197","14.47816540","","2","Pat:44:44450","Level 0",""
"at:44:44470:0:1","Katsdorf Bahnhst","48.31218899","14.49045436","","","Pat:44:44470","Level 0","1"
"at:44:44470:2","Park+Ride","48.31232042","14.49050825","","3","Pat:44:44470","Level 0",""
"at:44:44470:3","Bike+Ride","48.31226665","14.49048131","","3","Pat:44:44470","Level 0",""
"at:44:44470:4","Zugang zu Bahnhof","48.31220691","14.49015791","","2","Pat:44:44470","Level 0",""
"at:44:44470:5","Bus SEV","48.31221886","14.49008605","","","Pat:44:44470","Level 0",""
"at:44:44471:0:1","Gaisbach-Wartberg Bahnhof","48.33029430","14.50629165","","","Pat:44:44471","Level 0","1"
"at:44:44471:0:2","Gaisbach-Wartberg Bahnhof","48.33025249","14.50628267","","","Pat:44:44471","Level 0","2"
"at:44:44471:2","bus","48.33065263","14.50636352","","","Pat:44:44471","Level 0",""
"at:44:44471:3","Park+Ride Ost","48.33043166","14.50735167","","3","Pat:44:44471","Level 0",""
"at:44:44471:4","Zugang","48.33037194","14.50639047","","2","Pat:44:44471","Level 0",""
"at:44:44471:5","Park+Ride West","48.33058694","14.50524063","","3","Pat:44:44471","Level 0",""
"at:44:44472:0:1","Schloss Haus Bahnhst","48.34143145","14.50559995","","","Pat:44:44472","Level 0","1"
"at:44:44472:2","Bus SEV","48.34156879","14.50571673","","","Pat:44:44472","Level 0",""
"at:44:44472:3","Park+Ride","48.34178374","14.50543825","","3","Pat:44:44472","Level 0",""
"at:44:44472:4","Bike+Ride","48.34146728","14.50566283","","3","Pat:44:44472","Level 0",""
"at:44:44472:5","Zugang","48.34162253","14.50566283","","2","Pat:44:44472","Level 0",""
"at:44:44500:0:1","Perg Bahnhof","48.24760630","14.62716896","","","Pat:44:44500","Level 0","1"
"at:44:44500:2","Park+Ride","48.24752853","14.62848050","","3","Pat:44:44500","Level 0",""
"at:44:44500:3","Zugang Gelände","48.24707988","14.62945068","","2","Pat:44:44500","Level 0",""
"at:44:44500:4","Zugang Steige","48.24745675","14.62807626","","2","Pat:44:44500","Level 0",""
"at:44:44500:5","Bike and Ride","48.24742086","14.62843558","","3","Pat:44:44500","Level 0",""
"at:44:44550:0:1","Aisthofen Bahnhst","48.25745172","14.59021227","","","Pat:44:44550","Level 0","1"
"at:44:44550:2","Zugang Süd","48.25677588","14.59045481","","2","Pat:44:44550","Level 0",""
"at:44:44550:3","Zugang Nord","48.25804980","14.59015837","","2","Pat:44:44550","Level 0",""
"at:44:44550:4","Park and Ride","48.25685363","14.59072431","","3","Pat:44:44550","Level 0",""
"at:44:44550:5","Bike and Ride","48.25689550","14.59039193","","3","Pat:44:44550","Level 0",""
"at:44:44551:0:1","Schwertberg Bahnhof","48.26861674","14.57971096","","","Pat:44:44551","Level 0","1"
"at:44:44551:0:2","Schwertberg Bahnhof","48.26867055","14.57971096","","","Pat:44:44551","Level 0","2"
"at:44:44551:2","bus","48.26837158","14.58095064","","","Pat:44:44551","Level 0",""
"at:44:44551:3","Bike+Ride","48.26852704","14.58078894","","2","Pat:44:44551","Level 0",""
"at:44:44551:4","Park+Ride1","48.26828786","14.58080691","","3","Pat:44:44551","Level 0",""
"at:44:44551:5","Park+Ride2","48.26831178","14.58175912","","3","Pat:44:44551","Level 0",""
"at:44:44551:6","Zugang","48.26854498","14.58058233","","2","Pat:44:44551","Level 0",""
"at:44:44850:0:1","Arbing Bahnhof","48.22710787","14.70078590","","","Pat:44:44850","Level 0","1"
"at:44:44850:2","Zugang 1","48.22779607","14.70042657","","2","Pat:44:44850","Level 0",""
"at:44:44850:3","Park and Ride Nord","48.22755670","14.70054335","","3","Pat:44:44850","Level 0",""
"at:44:44850:4","Park and Ride Süd","48.22720961","14.70091166","","3","Pat:44:44850","Level 0",""
"at:44:44850:6","Bike and Ride","48.22728740","14.70084878","","3","Pat:44:44850","Level 0",""
"at:44:44870:0:1","Dornach b.Grein Bahnhst","48.19179974","14.82027980","","","Pat:44:44870","Level 0","1"
"at:44:44870:2","Standard","48.19228481","14.81943538","","","Pat:44:44870","Level 0",""
"at:44:44870:3","Bike+Ride","48.19191952","14.82002827","","3","Pat:44:44870","Level 0",""
"at:44:44870:4","Zugang","48.19225487","14.81939945","","2","Pat:44:44870","Level 0",""
"at:44:44880:0:1","Grein-Bad Kreuzen Bahnhof","48.22126079","14.85066980","","","Pat:44:44880","Level 0","1"
"at:44:44880:0:2","Grein-Bad Kreuzen Bahnhof","48.22123086","14.85060692","","","Pat:44:44880","Level 0","2"
"at:44:44880:2","Bus Vorplatz","48.22082986","14.85152320","","","Pat:44:44880","Level 0",""
"at:44:44880:3","Bus B3+SEV","48.22150019","14.85155913","","","Pat:44:44880","Level 0",""
"at:44:44880:4","Zugang1","48.22071016","14.85132557","","2","Pat:44:44880","Level 0",""
"at:44:44880:5","Park and Ride 1","48.22053060","14.85163998","","3","Pat:44:44880","Level 0",""
"at:44:44880:6","Park and Ride 2","48.22109919","14.85127167","","3","Pat:44:44880","Level 0",""
"at:44:44881:0:1","Grein Stadt Bahnhof","48.22999227","14.85577223","","","Pat:44:44881","Level 0","1"
"at:44:44881:2","Zugang 1","48.22984865","14.85584410","","2","Pat:44:44881","Level 0",""
"at:44:44881:3","Park+Ride","48.23004613","14.85660767","","3","Pat:44:44881","Level 0",""
"at:44:44881:4","Bike+Ride","48.22983070","14.85559257","","3","Pat:44:44881","Level 0",""
"at:44:44900:0:1","St.Nikola-Struden Bahnhst","48.23349282","14.90919504","","","Pat:44:44900","Level 0","1"
"at:44:44900:2","Bus SEV","48.23324749","14.90910521","","","Pat:44:44900","Level 0",""
"at:44:44900:3","Park+Ride","48.23330733","14.90865605","","3","Pat:44:44900","Level 0",""
"at:44:44900:4","Zugang","48.23334921","14.90906928","","2","Pat:44:44900","Level 0",""
"at:44:44960:0:1","Baumgartenberg Bahnhst","48.20867861","14.74807321","","","Pat:44:44960","Level 0","1"
"at:44:44960:2","Zugang 1","48.20897195","14.74739049","","2","Pat:44:44960","Level 0",""
"at:44:44960:3","Park+Ride","48.20885222","14.74760609","","3","Pat:44:44960","Level 0",""
"at:44:44960:4","Bike+Ride","48.20891208","14.74708507","","3","Pat:44:44960","Level 0",""
"at:44:44960:5","Bus","48.20901984","14.74711202","","","Pat:44:44960","Level 0",""
"at:44:44961:0:1","Saxen Bahnhof","48.20518234","14.79074319","","","Pat:44:44961","Level 0","1"
"at:44:44961:2","bus","48.20575110","14.78895554","","","Pat:44:44961","Level 0",""
"at:44:44961:3","Park+Ride","48.20544577","14.79005149","","3","Pat:44:44961","Level 0",""
"at:44:44961:4","Bike+Ride","48.20562538","14.78980894","","3","Pat:44:44961","Level 0",""
"at:44:44961:5","Zugang","48.20552958","14.78981792","","2","Pat:44:44961","Level 0",""
"at:44:45000:0:2","Freistadt Bahnhof","48.49525684","14.48154307","","","Pat:44:45000","Level 0","2"
"at:44:45000:2","Bus Vorplatz","48.49554258","14.48122866","","","Pat:44:45000","Level 0",""
"at:44:45000:3","Bus Hirschbacher ","48.49570331","14.48196528","","","Pat:44:45000","Level 0",""
"at:44:45000:4","Park+Ride","48.49576284","14.48063577","","3","Pat:44:45000","Level 0",""
"at:44:45000:5","Bike+Ride","48.49563188","14.48087831","","3","Pat:44:45000","Level 0",""
"at:44:45000:6","Zugang","48.49554258","14.48153408","","2","Pat:44:45000","Level 0",""
"at:44:45090:0:1","Pregarten Bahnhof","48.35598671","14.52257811","","","Pat:44:45090","Level 0","1"
"at:44:45090:0:2","Pregarten Bahnhof","48.35604043","14.52256014","","","Pat:44:45090","Level 0","2"
"at:44:45090:2","Dummy Busbereich","48.35578972","14.52313507","","","Pat:44:45090","Level 0",""
"at:44:45090:3","Bus Vorplatz","48.35567630","14.52282066","","","Pat:44:45090","Level 0",""
"at:44:45090:4","Bike+Ride","48.35573003","14.52240743","","2","Pat:44:45090","Level 0",""
"at:44:45090:5","Unterführung","48.35586135","14.52216489","","3","Pat:44:45090","Level -1",""
"at:44:45090:6","Park+Ride","48.35561661","14.52300930","","3","Pat:44:45090","Level 0",""
"at:44:45090:7","Zugang Süd","48.35562855","14.52249726","","2","Pat:44:45090","Level 0",""
"at:44:45090:8","Zugang Nord","48.35647022","14.52421304","","2","Pat:44:45090","Level 0",""
"at:44:45260:0:2","Summerau Bahnhof","48.55732024","14.44902405","","","Pat:44:45260","Level 0","2"
"at:44:45260:2","bus","48.55654135","14.44741607","","","Pat:44:45260","Level 0",""
"at:44:45260:3","Bike+Ride","48.55697539","14.44839523","","3","Pat:44:45260","Level 0",""
"at:44:45260:4","Park+Ride","48.55653540","14.44799998","","3","Pat:44:45260","Level 0",""
"at:44:45260:5","Zugang","48.55705268","14.44859286","","2","Pat:44:45260","Level 0",""
"at:44:45450:0:2","Kefermarkt Bahnhof","48.43686029","14.53818185","","","Pat:44:45450","Level 0","2"
"at:44:45450:2","Bus Schienenersat","48.43721788","14.53840643","","","Pat:44:45450","Level 0",""
"at:44:45450:3","Bike+Ride","48.43723576","14.53828066","","3","Pat:44:45450","Level 0",""
"at:44:45450:4","Park+Ride","48.43743243","14.53819083","","3","Pat:44:45450","Level 0",""
"at:44:45450:5","Zugang","48.43687817","14.53856812","","2","Pat:44:45450","Level 0",""
"at:44:45500:0:1","Rohrbach-Berg Bahnhof","48.58172732","13.98739780","","","Pat:44:45500","Level 0","1"
"at:44:45500:0:21","Rohrbach-Berg Bahnhof","48.58315358","13.98572693","","","Pat:44:45500","Level 0","21"
"at:44:45500:3","Park+Ride","48.58165007","13.98733491","","3","Pat:44:45500","Level 0",""
"at:44:45500:4","Bike&Ride","48.58169761","13.98717322","","3","Pat:44:45500","Level 0",""
"at:44:45500:5","Zugang","48.58135887","13.98767627","","2","Pat:44:45500","Level 0",""
"at:44:45500:6","Zugang","48.58141830","13.98781102","","2","Pat:44:45500","Level 0",""
"at:44:45530:0:1","Oepping Bahnhst","48.59985560","13.96043037","","","Pat:44:45530","Level 0","1"
"at:44:45530:0:21","Oepping Bahnhst","48.59972490","13.95997223","","","Pat:44:45530","Level 0","21"
"at:44:45530:3","Park+Ride","48.59990312","13.96004410","","3","Pat:44:45530","Level 0",""
"at:44:45530:4","Bus SEV","48.59990906","13.95962189","","","Pat:44:45530","Level 0",""
"at:44:45530:5","Bike&Ride","48.59979619","13.96023274","","3","Pat:44:45530","Level 0",""
"at:44:45530:6","Zugang","48.60018233","13.96016088","","2","Pat:44:45530","Level 0",""
"at:44:45550:0:1","Haslach/Mühl Bahnhst","48.55381216","14.03133440","","","Pat:44:45550","Level 0","1"
"at:44:45550:0:2","Haslach/Mühl Bahnhst","48.55382406","14.03136135","","","Pat:44:45550","Level 0","2"
"at:44:45550:0:3","Haslach/Mühl Bahnhst","48.55622028","14.03022947","","","Pat:44:45550","Level 0","Teufelsbrücke"
"at:44:45550:2","Standard","48.55412136","14.03081337","","","Pat:44:45550","Level 0",""
"at:44:45550:3","Zugang","48.55376459","14.03116372","","2","Pat:44:45550","Level 0",""
"at:44:45550:4","Park and Ride","48.55388946","14.03114575","","3","Pat:44:45550","Level 0",""
"at:44:45550:5","Bike and Ride","48.55405595","14.03101999","","3","Pat:44:45550","Level 0",""
"at:44:45680:0:1","Iglmühle Bahnhst","48.52058042","14.03646378","","","Pat:44:45680","Level 0","1"
"at:44:45680:0:11","Iglmühle Bahnhst","48.52016987","14.03617632","","","Pat:44:45680","Level 0","11"
"at:44:45680:2","Zugang 1","48.52087792","14.03676920","","2","Pat:44:45680","Level 0",""
"at:44:45680:3","Zugang 2","48.52006872","14.03609547","","2","Pat:44:45680","Level 0",""
"at:44:45680:5","Park and Ride","48.51982476","14.03608648","","3","Pat:44:45680","Level 0",""
"at:44:45680:6","Bike and Ride","48.52006277","14.03618530","","3","Pat:44:45680","Level 0",""
"at:44:45750:0:1","Neufelden Bahnhof","48.48418310","14.00542698","","","Pat:44:45750","Level 0","1"
"at:44:45750:0:2","Neufelden Bahnhof","48.48419501","14.00540003","","","Pat:44:45750","Level 0","2"
"at:44:45750:0:21","Neufelden Bahnhof","48.48314705","14.00443884","","","Pat:44:45750","Level 0","21"
"at:44:45750:0:22","Neufelden Bahnhof","48.48298628","14.00441189","","","Pat:44:45750","Level 0","22"
"at:44:45750:3","Park+Ride","48.48327804","14.00479816","","3","Pat:44:45750","Level 0",""
"at:44:45750:5","Zugang","48.48343881","14.00517546","","2","Pat:44:45750","Level 0",""
"at:44:45765:0:1","Kleinzell im Mühlkreis Bahnhst","48.45822178","14.03202610","","","Pat:44:45765","Level 0","1"
"at:44:45765:0:22","Kleinzell im Mühlkreis Bahnhst","48.45885921","14.03068761","","","Pat:44:45765","Level 0","1"
"at:44:45765:0:23","Kleinzell im Mühlkreis Bahnhst","48.45792391","14.03111880","","","Pat:44:45765","Level 0","2"
"at:44:45765:10","Zugang Süd","48.45763200","14.03157694","","2","Pat:44:45765","Level 0",""
"at:44:45765:2","Bus Vorplatz","48.45823369","14.03184644","","","Pat:44:45765","Level 0",""
"at:44:45765:3","Park+Ride Nord","48.45870432","14.03115473","","3","Pat:44:45765","Level 0",""
"at:44:45765:4","Park+Ride Süd","48.45795966","14.03166677","","3","Pat:44:45765","Level 0",""
"at:44:45765:5","Park+Ride West","48.45858517","14.02983421","","3","Pat:44:45765","Level 0",""
"at:44:45765:6","Bike+Ride","48.45859113","14.03125355","","3","Pat:44:45765","Level 0",""
"at:44:45765:9","Zugang","48.45832901","14.03203508","","2","Pat:44:45765","Level 0",""
"at:44:45780:0:1","Neuhaus-Niederwaldkirchen Bahnhst","48.44223577","14.05098055","","","Pat:44:45780","Level 0","1"
"at:44:45780:0:2","Neuhaus-Niederwaldkirchen Bahnhst","48.44224769","14.05100750","","","Pat:44:45780","Level 0","2"
"at:44:45780:0:21","Neuhaus-Niederwaldkirchen Bahnhst","48.44119290","14.05171717","","","Pat:44:45780","Level 0","21"
"at:44:45780:0:22","Neuhaus-Niederwaldkirchen Bahnhst","48.44155046","14.05179802","","","Pat:44:45780","Level 0","22"
"at:44:45780:3","Zugang","48.44212254","14.05080987","","2","Pat:44:45780","Level 0",""
"at:44:45780:4","Park+Ride","48.44203912","14.05107038","","3","Pat:44:45780","Level 0",""
"at:44:46009:0:1","Pinsdorf Bahnhst","47.93317665","13.76615173","","","Pat:44:46009","Level 0","1"
"at:44:46009:1","Standard","47.93318266","13.76586426","","","Pat:44:46009","Level 0",""
"at:44:46009:3","Park+Ride","47.93341137","13.76568460","","3","Pat:44:46009","Level 0",""
"at:44:46009:4","Bike+Ride","47.93324285","13.76598105","","3","Pat:44:46009","Level 0",""
"at:44:46009:5","Zugang","47.93306229","13.76627749","","2","Pat:44:46009","Level 0",""
"at:44:46009:6","SEV","47.93131082","13.76562172","","","Pat:44:46009","Level 0",""
"at:44:46010:0:2","Gmunden Bahnhof","47.92533370","13.78294124","","","Pat:44:46010","Level 0","2"
"at:44:46010:0:3","Gmunden Bahnhof","47.92582731","13.78354311","","","Pat:44:46010","Level 0","3"
"at:44:46010:2","Standard + SEV","47.92589954","13.78423481","","","Pat:44:46010","Level 0",""
"at:44:46010:3","wird nicht verwendet","47.92566478","13.78366887","","","Pat:44:46010","Level 0",""
"at:44:46010:4","Straßenbahn","47.92623062","13.78442346","","","Pat:44:46010","Level 0",""
"at:44:46010:5","Zugang Bahnhofsge","47.92594168","13.78416295","","2","Pat:44:46010","Level 0",""
"at:44:46010:6","Bike and Ride","47.92550827","13.78350718","","2","Pat:44:46010","Level 0",""
"at:44:46010:7","Park and Ride","47.92450299","13.78223157","","3","Pat:44:46010","Level 0",""
"at:44:46011:0:2","Altmünster/Traunsee Bahnhof","47.89129373","13.75825553","","","Pat:44:46011","Level 0","2"
"at:44:46011:2","Bus Vorplatz","47.89146841","13.75856096","","","Pat:44:46011","Level 0",""
"at:44:46011:3","Bus Großalmstraße","47.89126361","13.75982759","","","Pat:44:46011","Level 0",""
"at:44:46011:4","Bike and Ride","47.89148648","13.75824655","","3","Pat:44:46011","Level 0",""
"at:44:46011:5","Park and Ride","47.89160093","13.75857893","","3","Pat:44:46011","Level 0",""
"at:44:46320:0:1","Viechtwang Bahnhst","47.91568339","13.97134490","","","Pat:44:46320","Level 0","1"
"at:44:46320:2","Zugang","47.91567737","13.97121015","","2","Pat:44:46320","Level 0",""
"at:44:46320:3","Bike and Ride","47.91571349","13.97122812","","3","Pat:44:46320","Level 0",""
"at:44:46320:4","Vorplatz","47.91538837","13.97075201","","","Pat:44:46320","Level 0",""
"at:44:46320:5","Park and Ride","47.91576166","13.97105744","","3","Pat:44:46320","Level 0",""
"at:44:46321:0:1","Scharnstein-Mühldorf Bahnhof","47.90041861","13.95856188","","","Pat:44:46321","Level 0","1"
"at:44:46321:2","Zugang 1","47.90084621","13.95893917","","2","Pat:44:46321","Level 0",""
"at:44:46321:3","Park+Ride","47.90085223","13.95928053","","3","Pat:44:46321","Level 0",""
"at:44:46321:4","Bike+Ride","47.90065951","13.95878645","","3","Pat:44:46321","Level 0",""
"at:44:46321:5","Bus Schienenersat","47.90094859","13.95913680","","","Pat:44:46321","Level 0",""
"at:44:46321:6","Zugang 2","47.90073178","13.95871459","","2","Pat:44:46321","Level 0",""
"at:44:46321:7","ZUG Gleis 2","47.90040055","13.95861577","","","Pat:44:46321","Level 0",""
"at:44:46322:0:1","Kothmühle Bahnhst","47.88684213","13.94076625","","","Pat:44:46322","Level 0","1"
"at:44:46322:2","Landesstraße","47.88575778","13.93969725","","","Pat:44:46322","Level 0",""
